stnnbr,oxygen,ctdoxy,latitude,longitude,ctdtmp,ctdsal,ctdprs,date,cruise
1,109.7,16,50.72,-132.82,1.594,34.66,2946.5,2007-05-14,WCOA 2007
1,84.3,15,50.72,-132.82,1.725,-999,2502.2,2007-05-14,WCOA 2007
1,57.8,14,50.72,-132.82,1.931,-999,1996.8,2007-05-14,WCOA 2007
1,25.5,13,50.72,-132.82,2.348,-999,1499.6,2007-05-14,WCOA 2007
1,12.3,11.4,50.72,-132.82,3.536,-999,800.8,2007-05-14,WCOA 2007
1,32.8,30.8,50.72,-132.82,4.248,-999,500.3,2007-05-14,WCOA 2007
1,62.6,66.1,50.72,-132.82,4.676,-999,350.4,2007-05-14,WCOA 2007
1,119.1,112.7,50.72,-132.82,5.154,-999,250.9,2007-05-14,WCOA 2007
1,139,138.1,50.72,-132.82,5.497,-999,199.9,2007-05-14,WCOA 2007
1,159.8,156.2,50.72,-132.82,5.732,-999,175.3,2007-05-14,WCOA 2007
1,171.8,171.6,50.72,-132.82,5.959,-999,150.6,2007-05-14,WCOA 2007
1,144.2,139.7,50.72,-132.82,6.697,-999,130.5,2007-05-14,WCOA 2007
1,179.2,179.6,50.72,-132.82,6.878,-999,109.4,2007-05-14,WCOA 2007
1,214.4,207.2,50.72,-132.82,6.988,-999,89.6,2007-05-14,WCOA 2007
1,249.6,245,50.72,-132.82,7.17,-999,70.2,2007-05-14,WCOA 2007
1,266.4,258.8,50.72,-132.82,7.253,-999,60.4,2007-05-14,WCOA 2007
1,288.2,283.3,50.72,-132.82,7.401,-999,49.5,2007-05-14,WCOA 2007
1,300.6,295,50.72,-132.82,7.908,-999,40.7,2007-05-14,WCOA 2007
1,301.1,300,50.72,-132.82,8.089,-999,29.8,2007-05-14,WCOA 2007
1,305.2,304.6,50.72,-132.82,8.163,-999,24.8,2007-05-14,WCOA 2007
1,312.6,312.1,50.72,-132.82,8.337,-999,20.5,2007-05-14,WCOA 2007
1,316.9,315.2,50.72,-132.82,8.652,-999,14.3,2007-05-14,WCOA 2007
1,315.9,315.1,50.72,-132.82,8.678,32.12,9.8,2007-05-14,WCOA 2007
1,316.1,314.9,50.72,-132.82,8.677,-999,4.8,2007-05-14,WCOA 2007
2,94.1,95.2,51.02,-132.18,1.641,34.65,2752.5,2007-05-14,WCOA 2007
2,54.8,54,51.02,-132.18,1.955,-999,1999.7,2007-05-14,WCOA 2007
2,25.6,24.4,51.02,-132.18,2.383,-999,1501,2007-05-14,WCOA 2007
2,12,11.3,51.02,-132.18,3.549,-999,801,2007-05-14,WCOA 2007
2,34.9,34.6,51.02,-132.18,4.596,-999,500.3,2007-05-14,WCOA 2007
2,70.3,70.4,51.02,-132.18,5.416,-999,351.2,2007-05-14,WCOA 2007
2,98.2,97.6,51.02,-132.18,5.713,-999,299.9,2007-05-14,WCOA 2007
2,110.4,109.4,51.02,-132.18,6.125,-999,250.5,2007-05-14,WCOA 2007
2,115.1,108.7,51.02,-132.18,6.844,-999,200.2,2007-05-14,WCOA 2007
2,115.1,121.8,51.02,-132.18,7.157,-999,174.9,2007-05-14,WCOA 2007
2,140.8,139.6,51.02,-132.18,7.226,-999,150.1,2007-05-14,WCOA 2007
2,168.5,164.9,51.02,-132.18,7.251,-999,130.3,2007-05-14,WCOA 2007
2,208.8,209.1,51.02,-132.18,7.189,-999,110.3,2007-05-14,WCOA 2007
2,239,237.9,51.02,-132.18,7.2,-999,90,2007-05-14,WCOA 2007
2,282.9,277.8,51.02,-132.18,7.377,-999,70.2,2007-05-14,WCOA 2007
2,293.6,293.9,51.02,-132.18,7.614,-999,60.3,2007-05-14,WCOA 2007
2,288.1,287.8,51.02,-132.18,7.598,-999,49.9,2007-05-14,WCOA 2007
2,294.6,294.5,51.02,-132.18,7.873,-999,40.3,2007-05-14,WCOA 2007
2,304,304.8,51.02,-132.18,8.172,-999,30.7,2007-05-14,WCOA 2007
2,307.3,306.4,51.02,-132.18,8.229,-999,25.2,2007-05-14,WCOA 2007
2,309.3,309.3,51.02,-132.18,8.258,-999,20.5,2007-05-14,WCOA 2007
2,319,319,51.02,-132.18,8.379,-999,15.4,2007-05-14,WCOA 2007
2,314.9,315.4,51.02,-132.18,8.82,32.08,9.4,2007-05-14,WCOA 2007
2,350.9,315.2,51.02,-132.18,8.832,-999,5.5,2007-05-14,WCOA 2007
3,80.8,80.6,51.31,-131.54,1.72,34.63,2345.1,2007-05-14,WCOA 2007
3,58.3,57.9,51.31,-131.54,1.904,-999,1999.3,2007-05-14,WCOA 2007
3,28.6,28.5,51.31,-131.54,2.286,-999,1499.2,2007-05-14,WCOA 2007
3,11.5,11.3,51.31,-131.54,3.597,-999,800,2007-05-14,WCOA 2007
3,31.2,30.2,51.31,-131.54,4.395,-999,499.7,2007-05-14,WCOA 2007
3,61.4,61.3,51.31,-131.54,4.756,-999,349.6,2007-05-14,WCOA 2007
3,85,83.5,51.31,-131.54,4.913,-999,301,2007-05-14,WCOA 2007
3,121.2,123.3,51.31,-131.54,5.211,-999,250.4,2007-05-14,WCOA 2007
3,145.6,149.6,51.31,-131.54,5.753,-999,200.1,2007-05-14,WCOA 2007
3,159,163.1,51.31,-131.54,5.831,-999,174.9,2007-05-14,WCOA 2007
3,161.9,160.8,51.31,-131.54,6.063,-999,150,2007-05-14,WCOA 2007
3,170.1,171.8,51.31,-131.54,6.355,-999,130,2007-05-14,WCOA 2007
3,182.5,181,51.31,-131.54,6.913,-999,110.6,2007-05-14,WCOA 2007
3,236.2,230.5,51.31,-131.54,6.774,-999,90.4,2007-05-14,WCOA 2007
3,279,273,51.31,-131.54,6.885,-999,69.6,2007-05-14,WCOA 2007
3,294.1,293.9,51.31,-131.54,6.958,-999,60,2007-05-14,WCOA 2007
3,290.6,296.8,51.31,-131.54,7.015,-999,50.6,2007-05-14,WCOA 2007
3,295.4,295.2,51.31,-131.54,7.302,-999,39.8,2007-05-14,WCOA 2007
3,303.4,302,51.31,-131.54,7.679,-999,30,2007-05-14,WCOA 2007
3,308.8,306.2,51.31,-131.54,8.067,-999,24.4,2007-05-14,WCOA 2007
3,313.4,309.9,51.31,-131.54,8.206,-999,20.5,2007-05-14,WCOA 2007
3,316.3,314.7,51.31,-131.54,8.397,-999,15,2007-05-14,WCOA 2007
3,314.7,317.6,51.31,-131.54,8.768,32.14,10.6,2007-05-14,WCOA 2007
3,311.2,315.2,51.31,-131.54,9.324,-999,5.3,2007-05-14,WCOA 2007
4,62.3,62.5,51.6,-130.88,1.866,34.6,2017.5,2007-05-15,WCOA 2007
4,31.7,31.8,51.6,-130.88,2.333,-999,1500.2,2007-05-15,WCOA 2007
4,12.6,12.5,51.6,-130.88,3.162,-999,1000,2007-05-15,WCOA 2007
4,10.7,10.2,51.6,-130.88,3.632,-999,800.3,2007-05-15,WCOA 2007
