 station cast   lat    long    jday   mo/da/yr   gmt
  80      1   22.274 -96.771   279    10/06/21  0945 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.324   29.324   35.997    0.005    0.994   193.760
    2   29.324   29.324   35.997    0.010    1.987   193.786
    3   29.324   29.323   35.997    0.015    2.981   193.813
    4   29.324   29.323   35.997    0.021    3.975   193.839
    5   29.324   29.323   35.996    0.026    4.969   193.589
    6   29.325   29.323   35.996    0.031    5.962   194.022
    7   29.325   29.323   35.995    0.036    6.956   194.026
    8   29.326   29.324   35.994    0.041    7.950   194.196
    9   29.326   29.324   35.994    0.046    8.944   194.464
   10   29.326   29.324   35.994    0.051    9.937   194.247
   11   29.327   29.324   35.994    0.057    10.931   193.994
   12   29.329   29.326   35.995    0.062    11.925   193.993
   13   29.329   29.325   35.995    0.067    12.918   194.300
   14   29.330   29.326   35.996    0.072    13.912   194.206
   15   29.331   29.327   35.996    0.077    14.906   193.946
   16   29.329   29.325   35.996    0.082    15.899   194.336
   17   29.327   29.322   35.997    0.087    16.893   194.348
   18   29.326   29.322   35.997    0.093    17.887   194.331
   19   29.326   29.322   35.997    0.098    18.880   194.085
   20   29.327   29.322   35.997    0.103    19.874   194.023
   21   29.327   29.321   35.996    0.108    20.868   193.954
   22   29.327   29.321   35.997    0.113    21.861   194.087
   23   29.326   29.320   35.997    0.118    22.855   194.170
   24   29.327   29.321   35.997    0.123    23.849   194.360
   25   29.328   29.322   35.997    0.129    24.842   194.208
   26   29.327   29.321   36.001    0.134    25.836   194.329
   27   29.326   29.320   36.006    0.139    26.830   194.128
   28   29.261   29.255   36.095    0.144    27.823   195.434
   29   28.929   28.922   36.183    0.149    28.817   199.466
   30   28.656   28.649   36.201    0.154    29.810   201.557
   31   28.058   28.051   36.198    0.158    30.804   201.992
   32   27.482   27.474   36.179    0.163    31.798   203.656
   33   27.482   27.475   36.182    0.167    32.791   204.938
   34   27.424   27.416   36.188    0.172    33.785   204.577
   35   27.277   27.269   36.198    0.176    34.778   205.016
   36   27.147   27.139   36.223    0.180    35.772   205.904
   37   27.030   27.022   36.242    0.184    36.766   206.044
   38   26.783   26.774   36.237    0.189    37.759   203.509
   39   26.492   26.483   36.236    0.193    38.753   204.276
   40   26.236   26.227   36.240    0.197    39.746   207.226
   41   25.931   25.922   36.247    0.201    40.740   210.134
   42   25.455   25.446   36.259    0.204    41.733   212.354
   43   25.178   25.169   36.265    0.208    42.727   213.205
   44   25.020   25.011   36.268    0.212    43.720   212.441
   45   24.913   24.903   36.271    0.215    44.714   210.763
   46   24.834   24.824   36.274    0.219    45.708   209.141
   47   24.685   24.675   36.289    0.223    46.701   210.849
   48   24.576   24.566   36.288    0.226    47.695   216.245
   49   24.450   24.439   36.287    0.229    48.688   215.817
   50   24.340   24.330   36.286    0.233    49.682   211.828
   51   24.273   24.262   36.286    0.236    50.675   208.813
   52   24.145   24.134   36.288    0.240    51.669   201.814
   53   24.052   24.041   36.286    0.243    52.662   201.067
   54   23.923   23.912   36.284    0.246    53.656   214.950
   55   23.875   23.863   36.284    0.250    54.649   216.776
   56   23.855   23.843   36.285    0.253    55.643   215.569
   57   23.825   23.813   36.285    0.256    56.636   213.267
   58   23.790   23.778   36.284    0.260    57.630   212.796
   59   23.768   23.755   36.283    0.263    58.623   212.249
   60   23.745   23.732   36.283    0.266    59.616   211.210
   61   23.688   23.675   36.282    0.269    60.610   210.647
   62   23.607   23.594   36.281    0.273    61.603   210.214
   63   23.567   23.554   36.280    0.276    62.597   210.098
   64   23.536   23.522   36.279    0.279    63.590   209.594
   65   23.496   23.483   36.274    0.282    64.584   209.014
   66   23.363   23.349   36.270    0.285    65.577   208.124
   67   23.243   23.229   36.268    0.288    66.571   206.307
   68   23.129   23.115   36.261    0.292    67.564   204.396
