stnnbr,oxygen,ctdoxy,latitude,longitude,ctdtmp,ctdsal,ctdprs,date,cruise
1,176.44,198.12,27.582,-89.998,4.508,34.956,1253,2012-07-24T00:00:00Z,GOMECC2
1,174.49,175.25,27.582,-89.998,5.101,34.931,998,2012-07-24T00:00:00Z,GOMECC2
1,157.7,157.82,27.582,-89.998,5.687,34.915,849,2012-07-24T00:00:00Z,GOMECC2
1,139.75,139.45,27.582,-89.998,6.522,34.905,698,2012-07-24T00:00:00Z,GOMECC2
1,122.9,123.74,27.582,-89.998,7.847,34.961,548,2012-07-24T00:00:00Z,GOMECC2
1,110.81,112.46,27.582,-89.998,10.138,35.237,398,2012-07-24T00:00:00Z,GOMECC2
1,127.18,127.79,27.582,-89.998,13.55,35.726,248,2012-07-24T00:00:00Z,GOMECC2
1,139.8,135.95,27.582,-89.998,15.535,36.062,198,2012-07-24T00:00:00Z,GOMECC2
1,153.58,140.84,27.582,-89.998,17.276,36.351,148,2012-07-24T00:00:00Z,GOMECC2
1,153.97,140.84,27.582,-89.998,17.276,36.351,148,2012-07-24T00:00:00Z,GOMECC2
1,125.16,124.16,27.582,-89.998,18.281,36.395,125,2012-07-24T00:00:00Z,GOMECC2
1,182.53,187.04,27.582,-89.998,20.984,36.491,88,2012-07-24T00:00:00Z,GOMECC2
1,203.2,204.26,27.582,-89.998,22.634,36.521,69,2012-07-24T00:00:00Z,GOMECC2
1,203.31,204.26,27.582,-89.998,22.634,36.521,69,2012-07-24T00:00:00Z,GOMECC2
1,216.58,217.95,27.582,-89.998,24.492,36.428,53,2012-07-24T00:00:00Z,GOMECC2
1,203.66,198.7,27.582,-89.998,28.938,36.186,28,2012-07-24T00:00:00Z,GOMECC2
1,199.28,196.33,27.582,-89.998,29.311,36.119,19,2012-07-24T00:00:00Z,GOMECC2
1,197.49,196.33,27.582,-89.998,29.311,36.119,19,2012-07-24T00:00:00Z,GOMECC2
1,196.92,195.66,27.582,-89.998,29.507,35.966,9,2012-07-24T00:00:00Z,GOMECC2
1,196.46,195.77,27.582,-89.998,29.639,35.908,3,2012-07-24T00:00:00Z,GOMECC2
1,195.96,195.77,27.582,-89.998,29.639,35.908,3,2012-07-24T00:00:00Z,GOMECC2
2,151.48,152.15,27.75,-90,5.936,34.909,842,2012-07-24T00:00:00Z,GOMECC2
2,146.28,146.77,27.75,-90,6.168,34.906,799,2012-07-24T00:00:00Z,GOMECC2
2,138.24,138.4,27.75,-90,6.561,34.905,699,2012-07-24T00:00:00Z,GOMECC2
2,129.96,130.21,27.75,-90,7.133,34.924,599,2012-07-24T00:00:00Z,GOMECC2
2,119.45,120.62,27.75,-90,8.384,35.007,499,2012-07-24T00:00:00Z,GOMECC2
2,119.82,117.41,27.75,-90,10.383,35.258,399,2012-07-24T00:00:00Z,GOMECC2
2,117.75,121.64,27.75,-90,12.699,35.599,299,2012-07-24T00:00:00Z,GOMECC2
2,140.86,139.38,27.75,-90,15.807,36.106,199,2012-07-24T00:00:00Z,GOMECC2
2,139.01,127.84,27.75,-90,17.417,36.345,149,2012-07-24T00:00:00Z,GOMECC2
2,139.26,127.84,27.75,-90,17.417,36.345,149,2012-07-24T00:00:00Z,GOMECC2
2,157.87,154.32,27.75,-90,20.223,36.531,99,2012-07-24T00:00:00Z,GOMECC2
2,192.98,206.8,27.75,-90,22.565,36.428,74,2012-07-24T00:00:00Z,GOMECC2
2,190.89,206.8,27.75,-90,22.565,36.428,74,2012-07-24T00:00:00Z,GOMECC2
2,209.47,203.14,27.75,-90,23.778,36.378,59,2012-07-24T00:00:00Z,GOMECC2
2,215.9,213.62,27.75,-90,25.926,36.336,39,2012-07-24T00:00:00Z,GOMECC2
2,196.8,200.27,27.75,-90,28.107,36.035,28,2012-07-24T00:00:00Z,GOMECC2
2,198.6,198.66,27.75,-90,29.252,35.996,19,2012-07-24T00:00:00Z,GOMECC2
2,197.27,196.66,27.75,-90,29.31,35.632,9,2012-07-24T00:00:00Z,GOMECC2
2,196.6,197.55,27.75,-90,29.554,34.286,3,2012-07-24T00:00:00Z,GOMECC2
2,197.77,197.55,27.75,-90,29.554,34.286,3,2012-07-24T00:00:00Z,GOMECC2
3,123.24,124.2,27.917,-90,7.715,34.956,653,2012-07-24T00:00:00Z,GOMECC2
3,121.37,121.46,27.917,-90,8.121,34.989,548,2012-07-24T00:00:00Z,GOMECC2
3,117.79,118.99,27.917,-90,8.751,35.045,449,2012-07-24T00:00:00Z,GOMECC2
3,117.4,118.22,27.917,-90,11.182,35.367,351,2012-07-24T00:00:00Z,GOMECC2
3,123.67,124.11,27.917,-90,13.849,35.781,250,2012-07-24T00:00:00Z,GOMECC2
3,133.03,131.12,27.917,-90,15.73,36.088,200,2012-07-24T00:00:00Z,GOMECC2
3,131.72,129.55,27.917,-90,17.529,36.339,149,2012-07-24T00:00:00Z,GOMECC2
3,128.41,126.1,27.917,-90,18.432,36.433,130,2012-07-24T00:00:00Z,GOMECC2
3,175.54,170.44,27.917,-90,21.241,36.515,99,2012-07-24T00:00:00Z,GOMECC2
3,175.66,170.44,27.917,-90,21.241,36.515,99,2012-07-24T00:00:00Z,GOMECC2
3,130.21,133.66,27.917,-90,22.636,36.267,69,2012-07-24T00:00:00Z,GOMECC2
3,164.7,159.71,27.917,-90,23.401,36.314,59,2012-07-24T00:00:00Z,GOMECC2
3,163.31,159.71,27.917,-90,23.401,36.314,59,2012-07-24T00:00:00Z,GOMECC2
3,208.89,208.1,27.917,-90,24.658,36.357,49,2012-07-24T00:00:00Z,GOMECC2
3,210.86,210.93,27.917,-90,26.213,36.365,39,2012-07-24T00:00:00Z,GOMECC2
3,202.41,199.44,27.917,-90,28.7,36.157,29,2012-07-24T00:00:00Z,GOMECC2
3,199.86,196.6,27.917,-90,29.426,36.006,19,2012-07-24T00:00:00Z,GOMECC2
3,199.4,196.6,27.917,-90,29.426,36.006,19,2012-07-24T00:00:00Z,GOMECC2
3,198.27,201.16,27.917,-90,29.368,33.631,9,2012-07-24T00:00:00Z,GOMECC2
3,197.78,202.71,27.917,-90,29.389,33.612,3,2012-07-24T00:00:00Z,GOMECC2
3,197.97,202.71,27.917,-90,29.389,33.612,3,2012-07-24T00:00:00Z,GOMECC2
4,117.03,117.1,28.083,-89.998,10.43,35.26,424,2012-07-24T00:00:00Z,GOMECC2
4,117.23,117.49,28.083,-89.998,10.958,35.333,407,2012-07-24T00:00:00Z,GOMECC2
4,118.43,118.23,28.083,-89.998,11.139,35.359,352,2012-07-24T00:00:00Z,GOMECC2
4,120.45,123.74,28.083,-89.998,13.398,35.706,251,2012-07-24T00:00:00Z,GOMECC2
4,129.98,132.58,28.083,-89.998,14.906,35.954,200,2012-07-24T00:00:00Z,GOMECC2
4,144.71,144.01,28.083,-89.998,16.143,36.17,175,2012-07-24T00:00:00Z,GOMECC2
4,147.69,141.93,28.083,-89.998,16.718,36.264,150,2012-07-24T00:00:00Z,GOMECC2
4,127.25,127.11,28.083,-89.998,18.1,36.395,124,2012-07-24T00:00:00Z,GOMECC2
4,172.63,178.44,28.083,-89.998,21.228,36.541,89,2012-07-24T00:00:00Z,GOMECC2
4,193.44,194.62,28.083,-89.998,22.016,36.454,80,2012-07-24T00:00:00Z,GOMECC2
4,151.16,150.95,28.083,-89.998,22.945,36.435,69,2012-07-24T00:00:00Z,GOMECC2
4,152.73,149.14,28.083,-89.998,22.905,36.434,70,2012-07-24T00:00:00Z,GOMECC2
4,176.32,181.64,28.083,-89.998,23.728,36.428,59,2012-07-24T00:00:00Z,GOMECC2
4,196.45,202.5,28.083,-89.998,24.852,36.46,49,2012-07-24T00:00:00Z,GOMECC2
4,206.99,200,28.083,-89.998,25.787,36.243,39,2012-07-24T00:00:00Z,GOMECC2
4,206.22,200,28.083,-89.998,25.787,36.243,39,2012-07-24T00:00:00Z,GOMECC2
4,206.59,203.35,28.083,-89.998,27.476,36.232,29,2012-07-24T00:00:00Z,GOMECC2
4,205.53,198.52,28.083,-89.998,29.14,36.129,19,2012-07-24T00:00:00Z,GOMECC2
4,203.43,198.52,28.083,-89.998,29.14,36.129,19,2012-07-24T00:00:00Z,GOMECC2
4,202.62,197.94,28.083,-89.998,29.305,34.989,9,2012-07-24T00:00:00Z,GOMECC2
4,201.89,197.94,28.083,-89.998,29.305,34.989,9,2012-07-24T00:00:00Z,GOMECC2
4,201.61,199.64,28.083,-89.998,29.041,34.164,4,2012-07-24T00:00:00Z,GOMECC2
5,131.52,128.73,28.25,-89.983,16.303,36.167,160,2012-07-24T00:00:00Z,GOMECC2
5,130.59,128.52,28.25,-89.983,16.438,36.191,150,2012-07-24T00:00:00Z,GOMECC2
5,130.74,128.52,28.25,-89.983,16.438,36.191,150,2012-07-24T00:00:00Z,GOMECC2
5,131.79,130.15,28.25,-89.983,16.759,36.237,129,2012-07-24T00:00:00Z,GOMECC2
